,tpv medio,segmento_ord,mcc_ord,bairro_ord,cidade_ord,regiao_ord,uf_ord,subcanal_de_vendas_ord,prob_default_60d,prob_default_mar,estimativa_limite,estimativa_juros_parcelados,estimativa_juros_rotativo
34,30000.0,26,119,571,445,3,15,2,0.9833849174487334,0.9884933486209125,10349.257,3.6156447,9.039111733436584
35,50000.0,21,108,1426,362,1,7,2,0.8211368615957264,0.7137252610997594,55873.266,2.4731655,6.182913780212402
36,20000.0,18,93,1295,487,3,14,2,0.6182239603004568,0.7483654277316486,20470.861,3.2412724,8.10318112373352
37,90000.0,13,98,435,390,3,14,2,0.9810391612926583,0.9902381895320364,47482.164,1.9276309,4.819077253341675
38,80000.0,14,87,1362,449,5,24,2,0.9623969973883426,0.9688542688407297,59686.652,2.9992127,7.498031854629517
39,20000.0,12,97,1296,387,5,9,2,0.7618852032879738,0.8583107725099223,19152.252,4.183956,10.459890365600586
40,20000.0,19,89,1347,387,5,9,2,0.7649719102256779,0.8583541677928359,19988.273,4.3476315,10.869078636169434
41,15000.0,5,149,1021,13,5,4,2,0.9518252618821993,0.9267281941459974,14511.203,4.6863947,11.715986728668213
42,16000.0,5,83,1297,517,1,16,2,0.7553705007228867,0.7932220912979314,17789.102,4.759994,11.899985074996948
43,40000.0,14,87,1399,366,1,8,2,0.6463425435669947,0.729900457609925,42704.965,2.8929286,7.232321500778198
44,65000.0,14,78,1247,405,3,15,2,0.531826989674443,0.9494837245233319,57268.09,2.2238846,5.559711456298828
45,80000.0,23,110,1379,405,3,15,2,0.9035187206135474,0.7888565345189759,63035.234,2.1948314,5.487078428268433
46,11000.0,11,125,1297,57,3,15,2,0.8952194691170364,0.9556503620650033,10237.536,5.2435336,13.108834028244019
47,20000.0,21,126,1297,483,3,15,2,0.7450695350529792,0.782628270843734,14698.137,4.0691633,10.172908306121826
48,21000.0,21,108,168,1,3,15,2,0.9917802439132858,0.9953331945296809,17391.135,4.2238894,10.559723377227783
49,35000.0,19,89,1295,338,5,24,2,0.9266445928722403,0.9765533782906198,35159.727,3.1767535,7.94188380241394
50,70000.0,13,98,128,449,5,24,2,0.927764898266303,0.9304895729526247,41560.54,3.1767669,7.941917181015015
